title,minDesc,city,surface,pieces,chambres,salles_de_bains,desc,tagProp,caracterestics,price,longitude,latitude,link
,,Triangle d'Or àCasablanca,"235
						m²",5 Pièces,4 Chambres,2 Salles de bains,"Bel appartement entièrement rénové avec des matériaux nobles (boiserie, sol, sanitaires ...) d'une superficie de 235 m2 situé dans le quartier Racine, sur la Place des Iris.Il est ensoleillé, fait angle et est au 3eme étage avec ascenseur et comprend :- une grande réception avec cheminée et terrasse donnant sur la Place des Iris- une salle d'eau pour les invités - une suite parentale- 3 chambres- une seconde SDB- une grande et belle cuisine aménagée- une chambre pour le personnel avec toilettes indépendantes- une place de garageUn appartement par étage avec porte de service.Immeuble bien entretenu et gardé 24/24 h, central et proche des commodités.Produit de qualité.Prix NON NEGOCIABLE.Nos honoraires hors TVAVente : 2% du prix de vente",[],[],3 650 000 DH,-7.63974895391293,33.58790028585827,https://www.mubawab.ma/fr/a/8096012/grand-appartement-avec-terrasse-place-des-iris
,,Bourgogne Ouest àCasablanca,"165
						m²",2 Pièces,3 Chambres,2 Salles de bains,"Apt de 165 m² (dont 140 m² habitables et 25 m² de box et parking titré), situé au 5ème étage (jardins du phare, avenue Tan Tan), composé de 3 chambres et 2 sdb, wc invités, double salon, hall d'entrée, cuisine, balcons et placards, place de garage et box titrés, jardin et espace central dans la résidence.",[],[],2 250 000 DH,-7.6442527770996085,33.59830466299371,https://www.mubawab.ma/fr/a/8190120/apt-165-m%C2%B2-3-chambres-dernier-%C3%A9tage
,,Riviera àCasablanca,"53
						m²",2 Pièces,,,"Que vous soyez jeune actif, investisseur ou simplement à la recherche de votre futur logement à Casablanca, le projet Studio Blue skies vous propose des biens qui correspondent en tous points à vos attentes

Plus qu’un simple projet, Blue Skies correspondra à l’ensemble de vos attentes, en termes d’emplacement, de finitions et de cadre de vie,

Un véritable havre de paix au sein du quartier Riviera, Blue Skies met à votre disposition des studios F2 haut standing.

Grâce à sa double façade, ce projet vous offre la lumière naturelle durant toute la journée et met également à votre disposition un parking en deux sous-sols.

Les studios du projet Blue Skies proposent des agencements minutieusement étudiés, des équipements de qualité et des finitions vertueuses :

- Revêtement des sols de la chambre et le salon en Parquet Egger Laminate Pro
- Peinture
- Cuisine équipée d’un trio
- Double Vitrage
- Rooftop aménagé 
- Climatisation centralisée

L’emplacement idéal dont bénéficie Blue Skies vous fait profiter d’une proximité immédiate avec l’ensemble des commodités dont vous pourrez avoir besoin :

- A 1 min du croisement Bd Ghandi & Route El Jadida
- A 8 min de la Gare ferroviaire Casa Oasis
- Supermarché et commerces
- Cafés et restaurants

Investir ou habiter dans le projet Blue Skies, c’est faire un choix gagnant à tous les coups ! Pour plus d’informations, n’hésitez pas à nous contacter.",[],[],1 250 000 DH,-7.642568349838429,33.569209822385375,https://www.mubawab.ma/fr/pa/7503677/tr%C3%A8s-beau-studio-pour-investissement-%C3%A0-vendre
,,Guéliz àMarrakech,"82
						m²",3 Pièces,2 Chambres,,"Faites une belle affaire en achetant cet appartement. Prix 1 886 000 DH. 3 pièces, 1 salle de bains, 82 m². 2 chambre. Nouveau. Confort et sécurité avec service de conciergerie, piscine et climatisation.

Cet appartement est en vente à Guéliz. Résidence sécurisée.

Soyez le premier à visiter cet appartement en vente à Marrakech.",[],[],1 886 000 DH,-8.011673928996522,31.637632887936093,https://www.mubawab.ma/fr/pa/8034208/bel-appartement-%C3%A0-vendre-%C3%A0-gu%C3%A9liz-surface-totale-82-m%C2%B2
,,Sala el Jadida àSalé,"90
						m²",4 Pièces,2 Chambres,2 Salles de bains,"La résidence AL BARAKA vous présente sa nouvelle tranche de moyen standing plus aux portes de Rabat-Salé. 

AL BARAKA c’est la définition d’être bien chez soi, c’est vivre le luxe ultime de tous les jours. Le projet bénéficie d’une situation parfaite, proche de toutes les commodités : tramway, autoroute, écoles, hôpital, hypermarché.

AL BARAKA le projet qui répondra à vos exigences les plus pointues ! 

-	Cuisine équipée 
-	Résidences sécurisées
-	Finitions d’exception - Marbre
-	Ascenseur 
-	Parking en sous-sol

Prix 100% déclaré",[],[],Prix à consulter,-6.752051109115219,34.0665694872043,https://www.mubawab.ma/fr/pa/7591940/appartement-de-90m%C2%B2-en-vente-r%C3%A9sidence-al-baraka
,,Moujahidine àTanger,"90
						m²",7 Pièces,3 Chambres,2 Salles de bains,"3 chambres à coucher avec suite parentale, a partir de 90m2
La résidence est équipée de 2 ascenceurs et d'un Parking, plusieurs espaces verts, et des terrains de sports. 
Confort et sécurité avec service de conciergerie, piscine et climatisation.

Contactez-nous si vous êtes intéressé par cet appartement à Tanger. Confort et sécurité avec chauffage central et double vitrage. Confort et tradition avec un beau salon marocain. La résidence est sécurisée. Cuisine équipée.",[],[],12 800 DH,-5.847682089166099,35.766728022246284,https://www.mubawab.ma/fr/pa/8074346/3-chambres-2-sdb-residence-avec-piscines-au-coeur-de-tanger
,,Bernoussi àCasablanca,"105
						m²",4 Pièces,3 Chambres,2 Salles de bains,"Opportunité unique pour cet appartement à vendre. Prix 7 000 DH. 4 pièces, 2 salles de bains privatives, 105 m². 3 chambres à coucher. Nouveau.Cet appartement est en vente à Bernoussi, Casablanca.",[],[],7 000 DH,-7.487685218589665,33.62986832537726,https://www.mubawab.ma/fr/pa/7966125/appartement-en-vente-%C3%A0-bernoussi-superficie-105-m%C2%B2
,,Dar Bouazza,"122
						m²",4 Pièces,2 Chambres,2 Salles de bains,"À ne pas manquer : superbe appartement avec vue mer à vendre à Dar BouazzaPrix: 3 200 000 DHÀ vendre : un magnifique appartement lumineux et entièrement meublé, Vue Mer , situé au 4ᵉ étage d’une résidence récente (moins de 10 ans), avec ascenseur, PiscineCaractéristiques principales :	•	Superficie : 122 m²	•	4 pièces dont 2 chambres confortables	•	2 salles de bains modernes	•	Revêtement en marbre	•	Grande terrasse avec vue                   panoramique sur l’océanÉquipements et prestations :	•	Résidence sécurisée avec                   service de                    conciergerie	•	Piscine collective	•	Cuisine entièrement équipée :                    four                   encastré, lave-linge, etc.	•	Appartement décoré avec goût,                   prêt à emménagerPrix: 3 200 000 DH Honoraire: 2,5%HT",[],[],3 200 000 DH,-7.820706083002796,33.53360221586102,https://www.mubawab.ma/fr/a/8195944/a-darbouaaza-appartement-%C3%A0-vendre-meubl%C3%A9-vue-mer-surface-de-122-m%C2%B2-bien-meubl%C3%A9
,,Ziaten àTanger,"69
						m²",3 Pièces,2 Chambres,2 Salles de bains,"APPARTEMENT TEMOIN DISPONIBLE
Appartement idéal à la vente. 3 pièces, 2 salles de bains, 69 m². 2 chambres à coucher. Nouveau.

Cet appartement est proposé à la vente à Tanger. Très beau Jardin. La résidence est équipée d'un Ascenseur et d'un Parking. Nous mettons à votre disposition un service de conciergerie ainsi qu'une piscine.

Contactez-nous pour visiter cet appartement à vendre à Tanger. Sécurité assurée.

À proximité: écoles et boutiques à 400 mètres, pharmacie à 500 mètres, librairie à 850 mètres, supermarché à 1.3 kilomètre, gare et transports publics à 1.3 kilomètre, grande surface à 1.4 kilomètre, plage à 2.5 kilomètres, hôpitaux à 2.8 kilomètres.",[],[],Prix à consulter,-5.864478580784565,35.73824377982693,https://www.mubawab.ma/fr/pa/7595786/vente-d-un-bel-appartement-%C3%A0-ziaten-tanger-3-pi%C3%A8ces-jardin-et-ascenseur
,,Hermitage àCasablanca,"64
						m²",2 Pièces,,,"Présentation du Projet Immobilier Résidence Soumia – Quartier des Hôpitaux ""2 Mars""

Résidence Soumia est un projet immobilier haut de gamme situé au cœur du dynamique quartier des Hôpitaux, précisément dans le quartier 2 Mars à Casablanca. Ce projet est conçu pour offrir un cadre de vie moderne et fonctionnel, idéal pour les jeunes actifs, les professionnels ou les investisseurs souhaitant allier confort, sécurité et rentabilité.

Caractéristiques du projet :
Emplacement central : Située dans le quartier recherché des Hôpitaux, Résidence Soumia bénéficie d’un emplacement stratégique à proximité de toutes les commodités. À quelques pas des principales institutions médicales, des transports publics, des écoles, des commerces et des restaurants, vous vivrez dans un quartier animé et accessible à tout moment de la journée.

Studios haut standing : La Résidence Soumia propose des studios haut standing, conçus pour répondre aux besoins d'une clientèle exigeante. Ces studios sont soigneusement agencés, avec des surfaces allant de 42 m² à 64 m², offrant ainsi un espace de vie agréable et fonctionnel.

Finitions de qualité : Chaque studio bénéficie de finitions haut de gamme, avec des matériaux sélectionnés pour leur durabilité et leur esthétique. Des sols élégants, des murs soigneusement peints, et des équipements modernes font de chaque studio un véritable cocon de confort.

Domotique et technologies modernes : Résidence Soumia est équipée de systèmes de domotique, permettant un contrôle optimal de l’éclairage, de la sécurité et du confort, tout en simplifiant votre quotidien. Le tout est intégré dans un système facile à utiliser, pour une gestion optimale de votre appartement.

Climatisation centralisée réversible : Chaque studio est équipé d’une climatisation centralisée réversible, offrant une température idéale tout au long de l’année, hiver comme été, pour un confort thermique maximal.

Ascenseurs haut de gamme : L’immeuble dispose d’ascenseurs haut de gamme, assurant un accès rapide et sécurisé aux étages, dans un confort optimal.

Parking titré : Un parking titré est inclus dans l’offre, permettant aux résidents de bénéficier d'un stationnement sécurisé et pratique, un véritable atout en centre-ville.

Prix attractifs : À partir de 890 000 Dhs, les studios de Résidence Soumia représentent une opportunité d’investissement unique dans un quartier en plein développement. Ce prix inclut un parking titré, offrant ainsi un rapport qualité-prix exceptionnel pour des appartements de standing.

Proximité des commodités : Vous profiterez de la proximité de toutes les commodités nécessaires à un quotidien pratique et agréable : hôpitaux, cliniques, pharmacies, supermarchés, écoles, restaurants, et transports en commun.

Pourquoi choisir Résidence Soumia ?
Résidence Soumia est le projet idéal pour ceux qui cherchent à investir dans un studio moderne, fonctionnel et bien situé, dans un quartier en plein essor. Avec ses équipements haut de gamme, son système de domotique, et son emplacement stratégique à proximité des principales infrastructures, ce projet est une véritable opportunité d’investissement, tout en offrant un cadre de vie confortable et sécurisé.

Que ce soit pour un premier achat ou un investissement locatif rentable, Résidence Soumia saura répondre à vos attentes.",[],[],1 320 000 DH,-7.617312449251025,33.55926990107018,https://www.mubawab.ma/fr/pa/8046470/studio-%C3%A0-vendre-au-q-des-h%C3%B4pitaux-superficie-64-m%C2%B2
,,Guéliz àMarrakech,"60
						m²",2 Pièces,,,"BY-TAK Immobilier vous présente un projet immobilier d’exception en cours de construction, idéalement situé en plein cœur de Guéliz, à seulement 5 minutes à pied du Carré Eden. Ce programme exclusif bénéficie d’un emplacement stratégique, rare sur le marché, au sein d’un quartier central, animé et très recherché.Caractéristiques du projet :Résidence moderne et sécuriséeAppartements de haut standing à partir de 60 m²Architecture contemporaine, matériaux de qualitéGrands volumes, belles hauteurs sous plafond, pièces lumineusesTerrasses privatives, finitions haut de gamme, design soignéUn cadre idéal pour vivre ou investir :Ce programme représente une opportunité rare, tant pour une résidence principale que pour un investissement locatif. Son emplacement premium et la forte demande dans ce secteur garantissent un excellent potentiel de rentabilité.Prix à partir de : 1 200 000 MAD",[],[],1 200 000 DH,-8.007831573486328,31.642567539017598,https://www.mubawab.ma/fr/a/8192106/un-projet-immobilier-rare-en-plein-centre-ville
,,Plage Oued Cherrat àBouznika,"67
						m²",4 Pièces,2 Chambres,,"Affaire à saisir pour cet appartement à vendre. Prix 940 000 DH. 2 chambres, superficie 67 m². 4 pièces. Nouveau. Profitez du confort de la cheminée. La résidence dispose d'un service de concierge et d'une piscine.Idéal si vous souhaitez acheter un appartement à Plage Oued Cherrat. Résidence sécurisée et antenne parabolique. Le bien dispose également d'un beau salon marocain traditionnel. La résidence dispose de places de Parking et d'un ascenseur.Soyez le premier à visiter cet appartement en vente à Bouznika. Spacieux salon européen. Cuisine équipée.",[],[],940 000 DH,-7.158708572387695,33.78991919646141,https://www.mubawab.ma/fr/pa/8071430/vente-d-un-bel-appartement-%C3%A0-plage-oued-cherrat-2-chambres
,,Guéliz àMarrakech,"56
						m²",2 Pièces,,,"Appartement neuf à vendre à Gueliz – 1 008 000 DH

Ne laissez pas passer cette opportunité d’acquérir un appartement neuf à Gueliz, Marrakech. D’une superficie de 56 m², cet appartement se compose de 1 chambre à coucher, 1 salle de bains moderne et 1 pièce principale lumineuse, offrant un cadre de vie confortable et fonctionnel.

Caractéristiques de l'appartement :

Superficie : 56 m²
1 chambre à coucher
1 salle de bains
1 pièce principale lumineuse
Appartement neuf, en excellent état
Emplacement idéal : Cet appartement est situé dans le quartier recherché de Guéliz, à proximité des commerces, restaurants et attractions principales de Marrakech.

Contactez nous pour plus d’informations et organiser une visite !",[],[],1 008 000 DH,-8.03131451060245,31.63544748927056,https://www.mubawab.ma/fr/pa/7921916/opportunit%C3%A9-%C3%A0-saisir-appartement-moderne-%C3%A0-gueliz
